Clave Municipio,OC Identificada,Colonias
7000,Los Zetas Vieja Escuela,""
7000,Mara Salvatrucha,""
7003,Cártel Jalisco Nueva Generación,""
7003,Cártel de Sinaloa,""
7003,Cártel de Sinaloa (Los Zambada),""
7003,Los Marinos,Soconusco
7004,Autodefensas de Altamirano,""
7004,Fuerza Altamirano,""
7004,Los Petules,Las Perlas
7006,Cártel Chiapas y Guatemala,""
7006,Cártel Jalisco Nueva Generación,La Mesilla
7006,Cártel de Sinaloa,El Potrerillo
7006,El Maíz,""
7007,El Maíz,""
7008,Cártel Chiapas y Guatemala,Jaltenango de La Paz
7008,Cártel Jalisco Nueva Generación,Jaltenango de La Paz
7008,Cártel de Sinaloa,Jaltenango de La Paz
7008,Cártel de Sinaloa (Los Guzmán),Jaltenango de La Paz
7008,El Maíz,Jaltenango de La Paz
7009,Banda de Alí,""
7009,Barrio 18,""
7009,Cártel Chiapas y Guatemala,""
7009,Cártel Jalisco Nueva Generación,""
7009,Cártel de Sinaloa,""
7009,El Maíz,""
7009,Mara Salvatrucha,""
7011,Cártel Chiapas y Guatemala,""
7011,Cártel Jalisco Nueva Generación,""
7011,Cártel de Sinaloa,""
7012,Banda de Ocozocoautla,""
7012,Cártel Chiapas y Guatemala,""
7012,Cártel de Sinaloa,""
7012,Los Zetas Vieja Escuela,""
7015,Barrio 18,""
7015,Cártel Jalisco Nueva Generación,""
7015,Mara Salvatrucha,""
7017,Cártel Chiapas y Guatemala,""
7017,Cártel Jalisco Nueva Generación,""
7017,Cártel de Sinaloa,""
7017,Los Deltas,""
7019,Autodefensa Pueblo Cansado,""
7019,Banda del Cala,""
7019,Banda del Coyote Sin Sentido,""
7019,Barrio 18,""
7019,Cártel Jalisco Nueva Generación,Jocote
7019,Cártel de Sinaloa,""
7019,El Maíz,""
7019,Los Zetas Vieja Escuela,""
7020,Cártel Chiapas y Guatemala,Ignacio Zaragoza; Nuevo Paraíso; Rizo de Oro; Benito Juárez
7020,Cártel Jalisco Nueva Generación,Independencia
7020,Cártel de Sinaloa,""
7020,El Maíz,Nuevo Paraíso
7020,Los Herrera,Independencia
7023,Autodefensas de San Cristóbal,""
7023,Autodefensas del municipio de San Cristóbal de las Casas,""
7023,Cártel Jalisco Nueva Generación,""
7023,Cártel de San Juan Chamula,Chamula
7023,Los Motonetos,""
7023,Los Negros de Chamula,""
7023,Los Zetas Vieja Escuela,""
7026,Autodefensas de Chenalhó,""
7026,Cártel Jalisco Nueva Generación,""
7026,Cártel de Sinaloa,""
7026,El Machete,Polho
7026,Kaibiles,Polho
7026,Los Ciriles,""
7026,Los Herrera,Polho
7026,Los Motonetos,""
7026,Los Ratones,Polho
7027,Cártel Chiapas y Guatemala,""
7027,Cártel Jalisco Nueva Generación,""
7027,Cártel de San Juan Chamula,""
7027,Cártel de Sinaloa,""
7027,Los Negros de Chamula,""
7027,Los Zetas Vieja Escuela,""
7027,Organización criminal Guzmán Marcano,""
7030,Consejo Indígena,""
7030,Cártel Chiapas y Guatemala,""
7030,Cártel Jalisco Nueva Generación,Nuevo Morelia
7030,Cártel de Sinaloa,Piedra Labrada; Nuevo Morelia
7030,El Maíz,Piedra Labrada
7030,Kaibiles,""
7030,MAÍZ,""
7031,Narco Karma,""
7032,Barrio 18,""
7032,Mara Salvatrucha,""
7034,Autodefensa Pueblo Cansado,""
7034,Banda del Poni,Joaquín M Gutiérrez
7034,Cártel Chiapas y Guatemala,Las Champas; La Mesilla
7034,Cártel Jalisco Nueva Generación,Agua Zarca; Candelaria; Ciudad Cuauhtémoc; Frontera Comalapa; Jocote; La Mesilla; La Nueva Independencia; Nueva Libertad; Sabinalito; San Gregorio Chamic
7034,Cártel de Sinaloa,Candelaria; Ciudad Cuauhtémoc; Joaquín M Gutiérrez; La Mesilla; La Nueva Independencia; Nueva Libertad; Paso Hondo; Rodulfo Figueroa; Sabinalito; San Caralampio; San Gregorio Chamic
7034,El Maíz,San Gregorio Chamic
7034,Kaibiles,""
7034,Los Huistas,San Gregorio Chamic
7034,Los Motonetos,""
7034,MAÍZ,""
7035,Barrio 18,""
7035,Cártel de Sinaloa,Ignacio Zaragoza
7035,Mara Salvatrucha,""
7036,Cártel Jalisco Nueva Generación,""
7036,Cártel de Sinaloa,""
7037,Cártel de Sinaloa,""
7038,Cártel de Sinaloa,""
7040,Barrio 18,""
7040,Cártel Jalisco Nueva Generación,""
7040,Cártel de Sinaloa,""
7040,Mara Salvatrucha,""
7041,Cártel Chiapas y Guatemala,""
7041,El Maíz,""
7046,Banda Roba Niños,""
7046,Cártel Chiapas y Guatemala,""
7046,Cártel Jalisco Nueva Generación,""
7046,Cártel de Sinaloa,Cristóbal Colon
7048,Cártel Jalisco Nueva Generación,""
7048,Cártel de Sinaloa,""
7048,La Barredora,""
7051,Barrio 18,Doctor Samuel León Brindis
7051,Cártel Jalisco Nueva Generación,""
7051,Cártel de Sinaloa,""
7051,Mara Salvatrucha,""
7052,Los Zetas Vieja Escuela,""
7053,Cártel Jalisco Nueva Generación,Nueva Unión
7053,Cártel de Sinaloa,""
7053,El Maíz,""
7054,Cártel Jalisco Nueva Generación,""
7054,Cártel de Sinaloa,""
7055,Barrio 18,Metapa de Domínguez
7055,Cártel Jalisco Nueva Generación,""
7055,Mara Salvatrucha,Metapa de Domínguez
7057,Cártel Jalisco Nueva Generación,Llano Grande
7057,Cártel de Sinaloa,""
7057,El Maíz,""
7057,Los Huistas,""
7059,Cártel Jalisco Nueva Generación,Nuevo Paraíso; Nueva Palestina
7059,Cártel de Sinaloa,Nueva Palestina; Santa Rosa de Lima; Lacanja
7059,Cártel de Sinaloa (Los Zambada),Lacanja
7059,Kaibiles,""
7059,La Barredora,""
7059,Los Petules,El Carrizal; Río Florido; Cuxulja
7059,Los Zetas Vieja Escuela,""
7059,Organización de Cafeticultores de Ocosingo,Moisés Gandhi; Ocosingo; San Isidro; Emiliano Zapata
7061,Cártel Chiapas y Guatemala,San Joaquín; Doctor Manuel Velasco Suárez II
7061,Cártel Jalisco Nueva Generación,""
7061,Cártel de Sinaloa,""
7065,Banda de Saturnino Ríos,""
7065,Barrio 18,""
7065,Casa Inglesa,""
7065,Cártel Jalisco Nueva Generación,""
7065,Cártel de Los Beltrán Leyva,""
7065,Cártel de Sinaloa,""
7065,Kaibiles,""
7065,La Barredora,""
7065,Los Zetas Vieja Escuela,""
7065,Mara Salvatrucha,""
7065,Organización criminal de la familia Meza Flores,""
7066,El Machete,San José Tercera
7066,Gente de la Selva,""
7066,Kaibiles,""
7066,Los Ciriles,""
7066,Los Herrera,El Roblar Chictontic; San José Buenavista Tercero
7068,Central Independiente de Obreros Agrícolas y Campesinos,""
7068,Cártel Jalisco Nueva Generación,""
7068,Cártel de Sinaloa,""
7068,La Barredora,""
7069,Barrio 18,""
7069,Cártel Jalisco Nueva Generación,""
7069,Cártel de Sinaloa,""
7069,Mara Salvatrucha,""
7070,Cártel Jalisco Nueva Generación,""
7070,Cártel de Sinaloa,""
7071,Cártel Jalisco Nueva Generación,""
7071,Cártel de Sinaloa,""
7071,Los Zetas Vieja Escuela,""
7072,Cártel Jalisco Nueva Generación,""
7072,Cártel de Sinaloa,""
7072,Los Diablos,""
7073,Cártel de Sinaloa,""
7074,Cártel Jalisco Nueva Generación,""
7074,Cártel de Sinaloa,""
7074,La Barredora,""
7078,Autodefensas de San Cristóbal,""
7078,Autodefensas del municipio de San Cristóbal de las Casas,""
7078,Cártel Jalisco Nueva Generación,""
7078,Cártel de San Juan Chamula,11 Cuartos
7078,Cártel de Sinaloa,San Cristóbal de las Casas Centro
7078,El Maíz,""
7078,Elite,""
7078,Kalimba,María Auxiliadora
7078,Los Herrera,""
7078,Los Motonetos,Guadalupe; Las Rosas las Huertas; María Auxiliadora; San Isidro; Cuxtitali
7078,Los Patos,""
7078,Los Rojos,""
7078,Los Torres,""
7078,Los Vans,""
7078,Mara Salvatrucha,""
7078,Organización de Pueblos Evangélicos de los Altos de Chiapas,El Paraíso
7078,Sentiminetos de la Nación,""
7078,ZN,""
7080,Cártel Jalisco Nueva Generación,Siltepec
7080,Cártel de Sinaloa,""
7080,Kaibiles,""
7081,Fuerzas Armadas de Simojovel,""
7081,Los Ciriles,Simojovel de Allende
7082,Los Herrera,Golonchan Viejo
7083,Cártel Jalisco Nueva Generación,""
7083,Cártel de Sinaloa,""
7087,Barrio 18,Ciudad Hidalgo
7087,Cártel Jalisco Nueva Generación,Ciudad Hidalgo
7087,Cártel de Sinaloa,Ciudad Hidalgo
7087,El Botanas,Ciudad Hidalgo
7087,Los Platinos,""
7087,Mara Salvatrucha,Ciudad Hidalgo
7089,Banda de El Barney,""
7089,Barrio 18,Indeco Cebadilla; 5 de febrero; Joaquín del Pino; Llano la Lima; Los Cafetales; Nuevo Milenio; Primero de Mayo; San Jorge; Tapachula Centro; Vida Mejor; Xochimilco; Los Laureles
7089,Clan Zheng,""
7089,Cártel Chiapas y Guatemala,Malpaso
7089,Cártel Jalisco Nueva Generación,El Edén; Colonia Éxtasis
7089,Cártel de Sinaloa,""
7089,El Botanas,""
7089,Kaibiles,""
7089,La Bhardwaj,""
7089,Mara Salvatrucha,Indeco Cebadilla; Joaquín del Pino; Llano de la Lima; Los Cafetales; Nuevo Milenio; Primero de Mayo; San Jorge; Vida Mejor; Xochimilco; 5 de febrero
7089,Organización criminal Milon Hossain,""
7091,Cártel de Sinaloa,""
7091,Los Mariachis,""
7092,Banda de Yomono,Isla Yomono
7093,Cártel Jalisco Nueva Generación,""
7093,Cártel de Sinaloa,""
7094,Autodefensas de San Cristóbal,Betania
7094,Autodefensas del municipio de San Cristóbal de las Casas,Betania
7094,Cártel de San Juan Chamula,""
7094,Cártel de Sinaloa,""
7094,El Maíz,""
7094,Los Motonetos,Betania
7096,Cártel Jalisco Nueva Generación,""
7096,Cártel de Sinaloa,""
7096,Los Autónomos,Río Grande
7096,Narco Karma,Tila
7097,Cártel Jalisco Nueva Generación,Puerto Arista
7097,Cártel de Sinaloa,Miguel Hidalgo Número Dos (Veinte de Noviembre)
7099,Autodefensa Pueblo Cansado,""
7099,Cártel Jalisco Nueva Generación,Carmen Xhan
7099,Cártel de Sinaloa,Carmen Xhan
7099,El Maíz,""
7099,Kaibiles,""
7100,Narco Karma,""
7101,Autodefensa Pueblo Cansado,""
7101,Banda del Cachorro,""
7101,Barrio 18,""
7101,Cártel Jalisco Nueva Generación,El Magueyito; El Retiro; Bienestar Social; La Gloria
7101,Cártel de San Juan Chamula,""
7101,Cártel de Sinaloa,13 de Julio
7101,Cártel de Sinaloa (Los Zambada),""
7101,Cártel del JR,""
7101,El Maíz,""
7101,Fuerzas Especiales Grupo Sombra,""
7101,Gente Nueva,""
7101,La Barredora,Bienestar Social
7101,Los Deltas,Santa Cruz
7101,Los Huistas,""
7101,Los Negros de Chamula,""
7101,Los Tribilines,San José Terán
7101,Los Zetas Vieja Escuela,""
7101,Mara Salvatrucha,""
7102,Cártel Jalisco Nueva Generación,""
7102,Cártel de Sinaloa,""
7102,El Botanas,Talismán
7102,Mara Salvatrucha,""
7103,Barrio 18,""
7103,Cártel Jalisco Nueva Generación,""
7103,Mara Salvatrucha,""
7104,Los Ciriles,""
7105,Cártel Jalisco Nueva Generación,""
7105,El Botanas,""
7106,Cártel Jalisco Nueva Generación,""
7106,Cártel de Sinaloa,San Francisco Pujiltic
7106,Los Coyotes,""
7107,Cártel Chiapas y Guatemala,""
7107,Cártel Jalisco Nueva Generación,La Independencia
7107,Cártel de Sinaloa,La Independencia
7108,Cártel Chiapas y Guatemala,""
7108,Cártel Jalisco Nueva Generación,Doctor Domingo Chanona
7108,Cártel de Sinaloa,""
7109,Cártel Jalisco Nueva Generación,""
7109,Cártel de Sinaloa,""
7109,Narco Karma,""
7111,Los Negros de Chamula,Navenchauc
7113,Cártel Jalisco Nueva Generación,""
7113,Cártel de Sinaloa,""
7114,Cártel Jalisco Nueva Generación,""
7114,Cártel de Sinaloa,""
7114,La Barredora,""
7115,Cártel Jalisco Nueva Generación,""
7115,Cártel de Sinaloa,""
7116,Cártel Jalisco Nueva Generación,""
7116,Cártel de Sinaloa,""
7117,Cártel Jalisco Nueva Generación,""
7117,Cártel de Sinaloa,""
7122,Gente Nueva,""
8000,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),""
8000,Cártel Jalisco Nueva Generación,""
8000,Cártel de Caborca,""
8000,Cártel de Juárez,""
8000,Cártel de Sinaloa,""
8000,Cártel de Sinaloa (Los Guzmán),""
8000,Cártel del Golfo,""
8000,Cártel del Noreste,""
8000,El Señor de la V,""
8000,El Tren de Aragua,""
8000,Gente Nueva del Jaguar,""
8000,La Línea,""
8000,Los Artistas Asesinos,""
8000,Los Cabrera,""
8000,Los Cuinis,""
8000,Los Mexicles,""
8000,Los Números,""
8000,Los Primos,""
8000,Los Salazar,""
8000,Nuevo Cártel del Tigre,""
8001,La Empresa,""
8001,La Línea,""
8001,Los Cítricos,""
8002,Cártel de Sinaloa (Los Guzmán),""
8002,Cártel de Sinaloa (Los Zambada),Bosques de San Jerónimo
8002,La Línea,El Arbolito
8002,Los Cabrera,La Abundancia; Los Álamos; San Diego de Alcalá; Bosques de San Jerónimo; El Arbolito
8002,Nuevo Cártel del Tigre,""
8003,Cártel de Sinaloa,""
8003,Gente Nueva,""
8003,Los Salgueiro,""
8004,Cártel de Sinaloa,""
8005,La Empresa,Palomas; Ascensión
8005,La Línea,""
8005,Los Bournes,""
8005,Los H,""
8005,Nuevo Cártel de Juárez,Guadalupe Victoria
8006,La Línea,""
8006,Los H,""
8007,Gente Nueva,""
8008,Cártel de Sinaloa,Yoquivo
8008,Los Salazar,""
8008,Los Salgueiro,""
8009,Familia Meza Osorio,San Juanito Centro; Sisoguichic; Creel
8009,La Línea,San Juanito Centro; Sisoguichic; Creel
8009,Los H,Bahuinacachi; San Juanito Centro; Sisoguichic; Creel
8009,Los Salazar,San Juanito Centro; Sisoguichic; Creel
8009,Nuevo Cártel del Tigre,San Juanito Centro; Sisoguichic; Creel
8010,La Línea,Ricardo Flores Magón
8011,La Línea,""
8011,Los Cabrera,""
8011,Los Mexicanos,""
8012,La Línea,Barrio Chino
8012,Nuevo Cártel del Tigre,Barrio Chino
8013,La Empresa,""
8013,La Línea,Juan Mata Ortiz; Ignacio Zaragoza (El Willy)
8013,Los H,""
8013,Los Salazar,""
8014,Cártel de Sinaloa,""
8014,Gente Nueva,""
8014,La Línea,""
8014,Los Salgueiro,""
8014,NCJ 727,""
8015,Cártel de Juárez,""
8015,Cártel de Sinaloa,""
8015,Cártel de Sinaloa (Los Guzmán),""
8015,La Línea,""
8015,Los Cabrera,""
8015,Nuevo Cártel del Tigre,""
8017,Cártel de Sinaloa,""
8017,Cártel de Sinaloa (Los Zambada),""
8017,Familia Meza Osorio,""
8017,Gente Nueva,""
8017,La Empresa,Obregón (Rubio)
8017,La Línea,Obregón (Rubio)
8017,Los Bournes,""
8017,Los H,""
8017,Los Salazar,""
8017,Nuevo Cártel de Juárez,""
8017,Nuevo Cártel del Tigre,Tierra y Libertad Sect. A; Obregón (Rubio)
8018,Los Salgueiro,""
8019,Banda de Talladores,""
8019,CDX,""
8019,Cártel Jalisco Nueva Generación,""
8019,Cártel de Los Arellano Félix,""
8019,Cártel de Sinaloa,Santa Rosa; Riberas del Sacramento I y II
8019,Cártel de Sinaloa (Los Guzmán),San Francisco; San Isidro; Valles; San Agustín
8019,El Tren de Aragua,Aeropuerto
8019,Familia Meza Osorio,""
8019,Familia Núñez Meza,""
8019,Fuerzas Especiales Mexicles,Chihuahua 2000 I Etapa
8019,Gente Nueva,Riscos del Ángel
8019,La Empresa,La Esperanza; Paseos del Camino Real; Romanzza; Sierra Azul; Aeropuerto
8019,La Línea,Libramiento Oriente; El Sáuz
8019,Los Artistas Asesinos,""
8019,Los Cabrera,Parral; El Porvenir
8019,Los Mexicles,""
8019,Los Mongoles,""
8019,Los Nuevos Aztecas,""
8019,Los Páez,""
8019,Los Salazar,""
8019,Los Sureños 13,""
8019,Nuevo Cártel del Tigre,""
8020,La Línea,""
8020,Los Salazar,""
8021,Familia Gandarilla,""
8021,La Línea,""
8021,Los Cabrera,""
8021,Los Salgueiro,""
8022,Los Salgueiro,""
8023,La Línea,Le Barón
8024,Nuevo Cártel del Tigre,""
8025,La Línea,""
8026,Los Salgueiro,""
8027,Cártel de Sinaloa,Ciénega Prieta; Nacachi; Santa Anita; El Rosado; La Virgen
8027,Cártel de Sinaloa (Los Zambada),Cusárare
8027,Cárteles Unidos Salazar – MF,Cusárare
8027,Familia Meza Osorio,Samachique
8027,La Línea,La Virgen; Las Cumbres
8027,Los Cabrera,""
8027,Los Cheyenes,La Virgen
8027,Los Reyes (de Chihuahua),Santa Anita; Caborachi; La Virgen
8027,Los Salazar,""
8027,Los Salgueiro,Santa Anita
8027,Nuevo Cártel de Juárez,""
8028,Cártel de Sinaloa,""
8028,Cártel de Sinaloa (Los Guzmán),""
8028,La Línea,Lomas de Arena
8029,Cártel de Los Arellano Félix,""
8029,Cártel de Sinaloa,San Jerónimo; Santa Rita; La Sierrita
8029,Cártel de Sinaloa (Los Zambada),""
8029,Gente Nueva,Dolores; El Saucito de Araujo
8029,La Línea,Guadalupe y Calvo Centro; La Sierrita; San Jerónimo; Santa Rita; Coronado
8029,Los Arellanes,Saucito de los Araujo
8029,Los Cabrera,""
8029,Los Mexicanos,El Saucito de Araujo
8029,Los Ramoncillos,El Saucito de Araujo
8029,Los Salazar,""
8029,Los Salgueiro,Saucito de los Araujo; San Francisco de los Salgueiro
8030,Familia Meza Osorio,Temoris
8031,La Empresa,""
8031,La Línea,La Junta Centro
8031,Nuevo Cártel del Tigre,La Junta Centro
8032,Cártel de Sinaloa,Maclovio Herrera (Santa Rosa)
8032,Gente Nueva,""
8032,La Línea,""
8032,Los Salgueiro,""
8032,Nuevo Cártel de Juárez,""
8033,Gente Nueva,""
8034,La Línea,""
8034,Los Jaguares,""
8034,Los Paredes,""
8035,La Línea,""
8035,Los H,""
8035,Nuevo Cártel de Juárez,""
8036,Cártel de Sinaloa,""
8036,La Línea,""
8036,Los Cabrera,""
8036,Los Salgueiro,""
8036,Nuevo Cártel de Juárez,""
8037,Barrio 18,""
8037,Cártel Jalisco Nueva Generación,Riberas del Bravo
8037,Cártel López,""
8037,Cártel de Juárez,""
8037,Cártel de Los Arellano Félix,""
8037,Cártel de Sinaloa,Riberas del Bravo
8037,Cártel de Sinaloa (Los Guzmán),""
8037,Cártel de Sinaloa (Los Zambada),""
8037,Cártel del Poniente,""
8037,El Tren de Aragua,Samalayuca
8037,Familia Núñez Meza,Riberas del Bravo
8037,Fuerzas Especiales Mexicles,CERESO y Ciudad Militar
8037,Gente Nueva,San Lorenzo
8037,La Empresa,Durango; Los Ángeles I; Praderas de los Oasis; Puerta 28; Puerto de Anapra; Riberas del Bravo; Valle del Sol; Campos Elíseos; Fuentes del Valle
8037,La Güera,""
8037,La Línea,Portal del Roble; Puerto de Anapra; Riberas del Bravo; Vilago; Zaragoza; El Mezquital
8037,La Mafia Mexicana,""
8037,Los Artistas Asesinos,Águilas de Zaragoza; Ampliación Aeropuerto; Azteca; Centro; CERESO y Ciudad Militar; Chamizal; Del Safari 1; Granjas de Chapultepec; Hidalgo; Las Palmas; Parajes de San Isidro; Puerto de Anapra; Riberas del Bravo; Rincón del Solar; Rinconada de las Torres; Villas de Alcalá; Zaragoza; 9 de Septiembre (CDP)
8037,Los Cabrera,Zaragoza; El Mezquital
8037,Los Carnales,Partido Escobedo
8037,Los Killer 13,""
8037,Los Maleteros,Riberas del Bravo; Parajes del Sur
8037,Los Mexicles,Águilas de Zaragoza; Azteca; Centro; Chamizal; Del Safari 1; Granjas de Chapultepec; Las Haciendas; Manuel Valdez; Paraje de San Juan; Parajes de San Isidro; Puerto de Anapra; Riberas del Bravo; Rincón del Solar; Rinconada de las Torres; Salvarcar; Valles; Zaragoza; 9 de Septiembre (CDP)
8037,Los Mongoles,""
8037,Los Nuevos Aztecas,""
8037,Los Paredes,Jesús Carranza (La Colorada)
8037,Los Páez,""
8037,Los Salazar,""
8037,Los Sureños 13,""
8037,Los Viejos Aztecas,Salvarcar; Valles; Chamizal
8037,Mara Salvatrucha,""
8037,Nuevo Cártel de Juárez,Las Palomas
8037,Organización Criminal Mexicle,CERESO y Ciudad Militar
8037,PPM,CERESO y Ciudad Militar
8037,Triple Alianza,CERESO y Ciudad Militar
8039,Gente Nueva,""
8039,La Línea,Octavio López Centro
8039,Los Cabrera,Octavio López Centro
8040,Gente Nueva del Jaguar,El Largo; Año de Hidalgo
8040,La Empresa,""
8040,La Línea,La Norteña
8040,Los H,La Norteña
8040,Los Jaguares,La Norteña
8040,Los Linces,""
8040,Los Paredes,La Norteña
8040,Nuevo Cártel de Juárez,""
8041,Los H,""
8042,Cártel de Sinaloa (Los Guzmán),""
8042,La Línea,""
8042,Los Cabrera,""
8042,Nuevo Cártel del Tigre,""
8043,La Línea,""
8044,Gente Nueva,Ciénegas de Ceniceros
8044,Los Salgueiro,""
8046,Cártel de Sinaloa,""
8047,La Línea,La Cieneguita de Rodríguez
8047,Los Bournes,Talayotes
8047,Los Salazar,""
8048,La Línea,""
8048,Nuevo Cártel de Juárez,""
8049,La Línea,""
8049,Nuevo Cártel del Tigre,""
8050,Cártel de Los Arellano Félix,""
8050,La Empresa,""
8050,La Línea,Las Tribus
8050,Los Bournes,Centro
8050,Los Cholos,""
8050,Nuevo Cártel de Juárez,""
8051,Familia Meza Osorio,Basaseachi
8051,Los Bournes,Basaseachi
8051,Los H,Basaseachi
8051,Los Salazar,Basaseachi
8051,Nuevo Cártel del Tigre,Basaseachi
8052,Cártel de Juárez,""
8052,Cártel de Sinaloa (Los Guzmán),""
8052,Cártel de Sinaloa (Los Zambada),""
8052,La Línea,Héroes Nacionales
8052,Los Cabrera,""
8052,Los Salgueiro,""
8052,Nuevo Cártel del Tigre,""
8053,Cártel de Juárez,""
8053,Cártel de Sinaloa,""
8053,Cártel de Sinaloa (Los Guzmán),""
8057,Nuevo Cártel del Tigre,""
8059,Gente Nueva,""
8060,Gente Nueva,""
8060,Los Salgueiro,""
8061,Familia Núñez Meza,""
8061,Los Salgueiro,""
8063,La Línea,""
8064,Gente Nueva,""
8065,El Chueco,Cerocahui
8065,Familia Meza Osorio,""
8065,Gente Nueva,Bahuichivo
8065,Los Salazar,""
8065,Los Salgueiro,""
8065,Nuevo Cártel del Tigre,""
8066,Cártel de Sinaloa,""
8066,Familia Meza Osorio,""
8066,Los H,""
8066,Los Salazar,""
8066,Nuevo Cártel del Tigre,""
8067,Cártel de Sinaloa,""
8067,Gente Nueva,""
8067,Los Salgueiro,""
8067,Nuevo Cártel de Juárez,""
9000,Banda de El Perro,""
9000,Banda de Los Pelones,""
9000,Banda de la Mujer Maravilla,""
9000,Banda de la Riviera Maya,""
9000,Banda de los Rólex,""
9000,Cártel Jalisco Nueva Generación,""
