Estado,Organización A,Organización B,2022,2023,2024,2025,Relación
Chiapas,Mara Salvatrucha,Cártel de Sinaloa,,,1,,Conflicto
Chiapas,Mara Salvatrucha,Cártel Jalisco Nueva Generación,,,1,,Conflicto
Chiapas,Mara Salvatrucha,Los Huistas,,,1,,Conflicto
Chiapas,Mara Salvatrucha,Los Motonetos,,,1,,Conflicto
Sonora,Mata Salas,Los Salazar,,,1,8,Conflicto
Michoacán,Migueladas,Los Caballeros Templarios,,2,,,Conflicto
,NCJ 727,Gente Nueva,1,,,,Conflicto
,NCJ 727,Los Salgueiro,1,,,,Conflicto
Chihuahua,Nuevo Cártel de Juárez,Cártel de Sinaloa,,5,4,,Conflicto
,Nuevo Cártel del Tigre,Los Bournes,1,,,,Conflicto
,Nuevo Cártel del Tigre,Los H,1,,,,Conflicto
Chihuahua,Nuevo Cártel del Tigre,Cártel de Sinaloa (Los Guzmán),,,,10,Conflicto
Chihuahua,Nuevo Cártel del Tigre,La Línea,,,,1,Conflicto
,Organización criminal de la familia Meza Flores,Cártel de Sinaloa,1,,,,Conflicto
,Organización de Don Pilo,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Organización del Compa Playa,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Organización del Compa Playa,Los Piña,1,,,,Conflicto
Michoacán,Pájaro Sierra,Cártel Jalisco Nueva Generación,,,1,,Conflicto
,Policía Comunal de Aquila,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Por un Michoacán Libre,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,PPM,Fuerzas Especiales Mexicles,1,,,,Conflicto
,Pueblos Unidos Contra la Delincuencia,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Pueblos Unidos Contra la Delincuencia,Los Piña,1,,,,Conflicto
Tamaulipas,Rojos (Tamaulipas),Las Panteras,,,,3,Conflicto
Tamaulipas,Rojos (Tamaulipas),Los Ciclones,,,,3,Conflicto
Tamaulipas,Rojos (Tamaulipas),Los Escorpiones,,,,3,Conflicto
Tamaulipas,Rojos (Tamaulipas),Los Metros,,3,,3,Conflicto
,Sangre Brava Morelense,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Sangre Brava Morelense,Guerreros Unidos,1,,,,Conflicto
,Sangre Nueva Guerrerense,Guerreros Unidos,1,,,,Conflicto
,Sindicato Libertad,La Unión Tepito,1,,,,Conflicto
,Spetsnaz,Cártel Jalisco Nueva Generación,1,,,,Conflicto
,Triple Alianza,Fuerzas Especiales Mexicles,1,,,,Conflicto
Tamaulipas,Tropa del Infierno,Cártel de Sinaloa (Los Zambada),,,1,,Conflicto
Tamaulipas,Tropa del Infierno,Cártel Jalisco Nueva Generación,,,1,,Conflicto
Morelos,Unión Morelense,La Nueva Familia Michoacana,,,,5,Conflicto
,Vieja Guardia,Cártel Jalisco Nueva Generación,1,,,,Conflicto
Baja California,Cártel de Los Arellano Félix,Cártel de Sinaloa (Los Guzmán),,,1,3,Conflicto
Baja California,Cártel de Los Arellano Félix,Cártel Jalisco Nueva Generación,,5,1,3,Conflicto
Baja California,Cártel de Sinaloa (Los Guzmán),Cártel Jalisco Nueva Generación,,,,4,Conflicto
Michoacán,Cártel de Tepalcatepec,Cártel Jalisco Nueva Generación,,,5,2,Conflicto
Michoacán,Cártel de Tepalcatepec,Los Caballeros Templarios,,,3,,Conflicto
Michoacán,Cártel de Tepalcatepec,Los Viagra,,,5,,Conflicto
Baja California,Cártel Jalisco Nueva Generación,Cártel de Los Arellano Félix,,1,1,2,Conflicto
Michoacán,Cárteles Unidos,Los Viagra,,,1,1,Conflicto
Distrito Federal,El Tren de Aragua,La Unión Tepito,,,,7,Conflicto
Tabasco,La Barredora,Cártel Jalisco Nueva Generación,,,7,1,Conflicto
Michoacán,La Nueva Familia Michoacana,Cártel Jalisco Nueva Generación,,2,1,6,Conflicto
Guerrero,Los Ardillos,Los Tlacos,,,,8,Conflicto
Michoacán,Los Caballeros Templarios,Cártel Jalisco Nueva Generación,,6,2,3,Conflicto
Michoacán,Los Caballeros Templarios,Los Viagra,,7,1,1,Conflicto
Tamaulipas,Los Escorpiones,Los Ciclones,,,3,2,Conflicto
Tamaulipas,Los Escorpiones,Los Metros,,12,7,4,Conflicto
Sonora,Los Pelones,Los Deltas,,,,1,Conflicto
Sonora,Los Salazar,Cártel de Sinaloa (Los Guzmán),,,1,3,Conflicto
Distrito Federal,Los Tanzanios,La Unión Tepito,,2,,,Conflicto
Guerrero,Los Tlacos,Guerreros Unidos,,,,3,Conflicto
Guerrero,Los Tlacos,Los Ardillos,,,1,5,Conflicto
