original_index,Municipio,Presidente Municipal,Inicio,Conclusión,full_code,firstname,lastname1,lastname2
3624,Tlalchapa,LORENZO GALINDO MOJICA,2009-01-01,2012-09-29,12064,Lorenzo,Galindo,Mojica
3625,Tlalchapa,MARIA GUADALUPE EGUILUZ BAUTISTA,2012-09-30,2015-09-29,12064,Maria Guadalupe,Eguiluz,Bautista
3626,Tlalchapa,AMALIA MORA EGUILUZ,2015-09-30,2018-09-30,12064,Amalia,Mora,Eguiluz
3627,Tlalchapa,MARTIN MORA AGUIRRE,2018-10-01,2021-09-29,12064,Martin,Mora,Aguirre
3628,Tlalchapa,TANIA MORA EGUILUZ,2021-09-30,2027-08-31,12064,Tania,Mora,Eguiluz
3629,Tlalixtaquilla de Maldonado,SOCORRO SOFIO RAMIREZ HERNANDEZ,2002-01-12,2005-01-11,12065,Socorro Sofio,Ramirez,Hernandez
3630,Tlalixtaquilla de Maldonado,JORGE PEREZ SAAVEDRA,2005-01-12,2008-12-31,12065,Jorge,Perez,Saavedra
3631,Tlalixtaquilla de Maldonado,Z. ISMAEL LUNA ESPINDOLA,2009-01-01,2012-09-30,12065,Z. Ismael,Luna,Espindola
3632,Tlalixtaquilla de Maldonado,JOEL ANGEL ROMERO,2012-10-01,2015-09-29,12065,Joel,Angel,Romero
3633,Tlalixtaquilla de Maldonado,ERIKA GUADALUPE ESPINOSA CUELLAR,2015-09-30,2018-09-30,12065,Erika Guadalupe,Espinosa,Cuellar
3634,Tlalixtaquilla de Maldonado,ELPIDIO MARCOS LOPEZ HERNANDEZ,2018-10-01,2021-09-29,12065,Elpidio Marcos,Lopez,Hernandez
3635,Tlalixtaquilla de Maldonado,RAQUEL GARCIA ORDUÑO,2021-09-30,2024-08-31,12065,Raquel,Garcia,Orduño
3636,Tlalixtaquilla de Maldonado,JERONIMO MALDONADO VERA,2024-09-01,2027-08-31,12065,Jeronimo,Maldonado,Vera
3637,Tlapa de Comonfort,RUFINO MAGDALENO VAZQUEZ SIERRA,2002-01-12,2005-01-11,12066,Rufino Magdaleno,Vazquez,Sierra
3638,Tlapa de Comonfort,MARTIMIANO BENITEZ FLORES,2005-01-12,2008-12-31,12066,Martimiano,Benitez,Flores
3639,Tlapa de Comonfort,WILLY REYES RAMOS,2009-01-01,2012-09-29,12066,Willy,Reyes,Ramos
3640,Tlapa de Comonfort,VICTORIANO WENCES REAL,2012-09-30,2015-09-29,12066,Victoriano,Wences,Real
3641,Tlapa de Comonfort,JESUS NOE ABUNDIZ GARCIA,2015-09-30,2018-09-30,12066,Jesus Noe,Abundiz,Garcia
3642,Tlapa de Comonfort,DIONICIO MERCED PICHARDO GARCIA,2018-10-01,2021-09-29,12066,Dionicio Merced,Pichardo,Garcia
3643,Tlapa de Comonfort,GILBERTO SOLANO ARREAGA,2021-09-30,2027-08-31,12066,Gilberto,Solano,Arreaga
3644,Tlapehuala,GREGORIO VICTOR BRAVO,2002-01-12,2005-01-11,12067,Gregorio,Victor,Bravo
3645,Tlapehuala,AURELIO SANTAMARIA BAHENA,2005-01-12,2008-12-31,12067,Aurelio,Santamaria,Bahena
3646,Tlapehuala,NELSON FLORES PEÑALOZA,2009-01-01,2012-09-30,12067,Nelson,Flores,Peñaloza
3647,Tlapehuala,EVERALDO WENCES SANTAMARIA,2012-10-01,2015-09-29,12067,Everaldo,Wences,Santamaria
3648,Tlapehuala,ANABEL BALBUENA LARA,2015-09-30,2021-09-29,12067,Anabel,Balbuena,Lara
3649,Tlapehuala,JOSE LUIS ANTUNEZ GOICOCHEA,2021-09-30,2027-08-31,12067,Jose Luis,Antunez,Goicochea
3650,La Unión de Isidoro Montes de Oca,CARLOS REYES TORRES,2002-01-12,2005-01-11,12068,Carlos,Reyes,Torres
3651,La Unión de Isidoro Montes de Oca,CERVANDO AYALA RODRIGUEZ,2005-01-12,2005-12-31,12068,Cervando,Ayala,Rodriguez
3652,La Unión de Isidoro Montes de Oca,SERVANDO AYALA RODRIGUEZ,2006-01-01,2008-12-31,12068,Servando,Ayala,Rodriguez
3653,La Unión de Isidoro Montes de Oca,JORGE LUIS SOLCHAGA MARTINEZ,2009-01-01,2012-09-30,12068,Jorge Luis,Solchaga,Martinez
3654,La Unión de Isidoro Montes de Oca,CRESCENCIO REYES TORRES,2012-10-01,2015-09-29,12068,Crescencio,Reyes,Torres
3655,La Unión de Isidoro Montes de Oca,AVIUD ROSAS RUIZ,2015-09-30,2018-09-30,12068,Aviud,Rosas,Ruiz
3656,La Unión de Isidoro Montes de Oca,CRESCENCIO REYES TORRES,2018-10-01,2024-08-31,12068,Crescencio,Reyes,Torres
3657,La Unión de Isidoro Montes de Oca,JOSE FRANCISCO SUAZO ESPINO,2024-09-01,2027-08-31,12068,Jose Francisco,Suazo,Espino
3658,Xalpatláhuac,LORENZO RUIZ VILLARREAL,2002-01-12,2002-01-11,12069,Lorenzo,Ruiz,Villarreal
3659,Xalpatláhuac,ALFREDO LOZADA ZURITA,2002-01-12,2005-01-11,12069,Alfredo,Lozada,Zurita
3660,Xalpatláhuac,LEONARDO GARCIA SANTIAGO,2005-01-12,2008-12-31,12069,Leonardo,Garcia,Santiago
3661,Xalpatláhuac,ZEFERINO LORENZO DE JESUS,2009-01-01,2012-09-29,12069,Zeferino Lorenzo,De,Jesus
3662,Xalpatláhuac,BRIGIDO LORENZO DE JESUS,2012-09-30,2015-09-29,12069,Brigido Lorenzo,De,Jesus
3663,Xalpatláhuac,RENE ROSENDO LARIOS ROSAS,2015-09-30,2021-09-29,12069,Rene Rosendo,Larios,Rosas
3664,Xalpatláhuac,SELENE SOTELO MALDONADO,2021-09-30,2024-08-31,12069,Selene,Sotelo,Maldonado
3665,Xalpatláhuac,RAMON LORENZO CARDENAS,2024-09-01,2027-08-31,12069,Ramon,Lorenzo,Cardenas
3666,Xochihuehuetlán,CLAUDIO RAFAEL MORELOS ESTRADA,2002-01-12,2005-01-11,12070,Claudio Rafael,Morelos,Estrada
3667,Xochihuehuetlán,LEONARDO PONCE MATA,2005-01-12,2008-12-31,12070,Leonardo,Ponce,Mata
3668,Xochihuehuetlán,CARLOS MORELOS ESTRADA,2009-01-01,2012-09-29,12070,Carlos,Morelos,Estrada
3669,Xochihuehuetlán,FERMIN RIVERA PEÑA,2012-09-30,2015-09-29,12070,Fermin,Rivera,Peña
3670,Xochihuehuetlán,CARLOS RIVERA MEDEL,2015-09-30,2018-09-30,12070,Carlos,Rivera,Medel
3671,Xochihuehuetlán,CARLOS ARRIAGA RAMOS,2018-10-01,2021-09-29,12070,Carlos,Arriaga,Ramos
3672,Xochihuehuetlán,ROSEMBERT PONCIANO VENEGAS,2021-09-30,2024-08-31,12070,Rosembert,Ponciano,Venegas
3673,Xochihuehuetlán,JUAN RIVERA FRUCTUOSO,2024-09-01,2027-08-31,12070,Juan,Rivera,Fructuoso
3674,Xochistlahuaca,MANUEL CASTAÑEDA RAMIREZ,2002-01-12,2005-01-11,12071,Manuel,Castañeda,Ramirez
3675,Xochistlahuaca,ACEADETH ROCHA RAMIREZ,2005-01-12,2005-12-31,12071,Aceadeth,Rocha,Ramirez
3676,Xochistlahuaca,ACEADETH ROCHA RAMÍREZ,2006-01-01,2008-12-31,12071,Aceadeth,Rocha,Ramírez
3677,Xochistlahuaca,YGNACIO GARCIA NICOLAS,2009-01-01,2012-09-30,12071,Ygnacio,Garcia,Nicolas
3678,Xochistlahuaca,CELERINO ROJAS MORALES,2012-10-01,2015-09-29,12071,Celerino,Rojas,Morales
3679,Xochistlahuaca,ACEADETH ROCHA RAMIREZ,2015-09-30,2018-09-30,12071,Aceadeth,Rocha,Ramirez
3680,Xochistlahuaca,DANIEL SANCHEZ NESTOR,2018-10-01,2021-09-29,12071,Daniel,Sanchez,Nestor
3681,Xochistlahuaca,ACEADETH ROCHA RAMIREZ,2021-09-30,2024-08-31,12071,Aceadeth,Rocha,Ramirez
3682,Xochistlahuaca,MARIA ROJAS PINEDA,2024-09-01,2027-08-31,12071,Maria,Rojas,Pineda
3683,Zapotitlán Tablas,SILVINO MOSSO PORFIRIO,2002-01-12,2005-01-11,12072,Silvino,Mosso,Porfirio
3684,Zapotitlán Tablas,NICOLAS VILLAR PAULINO,2005-01-12,2008-12-31,12072,Nicolas,Villar,Paulino
3685,Zapotitlán Tablas,ADRIAN MORAN RAMIREZ,2009-01-01,2012-09-29,12072,Adrian,Moran,Ramirez
3686,Zapotitlán Tablas,PEDRO VARGAS RAMIREZ,2012-09-30,2015-09-29,12072,Pedro,Vargas,Ramirez
3687,Zapotitlán Tablas,TEODELFO PEREZ GARCIA,2015-09-30,2018-09-30,12072,Teodelfo,Perez,Garcia
3688,Zapotitlán Tablas,JOAQUIN ROSENDO LUCIANO,2018-10-01,2021-09-29,12072,Joaquin,Rosendo,Luciano
3689,Zapotitlán Tablas,JOAQUÍN ROSENDO LUCIANO,2021-09-30,2024-08-31,12072,Joaquín,Rosendo,Luciano
3690,Zapotitlán Tablas,CRESCENCIANO CRUZ CANDIA,2024-09-01,2027-08-31,12072,Crescenciano,Cruz,Candia
3691,Zirándaro,MARCIAL CARDENAS SANCHEZ,2002-01-12,2005-01-11,12073,Marcial,Cardenas,Sanchez
3692,Zirándaro,CATALINO DUARTE ORTUÑO,2005-01-12,2008-12-31,12073,Catalino,Duarte,Ortuño
3693,Zirándaro,RAUL RIOS NUÑEZ,2009-01-01,2012-09-29,12073,Raul,Rios,Nuñez
3694,Zirándaro,MARCIAL CARDENAS SANCHEZ,2012-09-30,2015-09-29,12073,Marcial,Cardenas,Sanchez
3695,Zirándaro,MARIA YOLANDA ANAYA CRUZ,2015-09-30,2018-09-30,12073,Maria Yolanda,Anaya,Cruz
3696,Zirándaro,GREGORIO PORTILLO MENDOZA,2018-10-01,2021-09-29,12073,Gregorio,Portillo,Mendoza
3697,Zirándaro,TANIA GUADALUPE PACHECO DUARTE,2021-09-30,2024-08-31,12073,Tania Guadalupe,Pacheco,Duarte
3698,Zirándaro,JAIME TORRES GARCIA,2024-09-01,2027-08-31,12073,Jaime,Torres,Garcia
3699,Zitlala,NOE RAMOS CABRERA,2002-01-12,2005-01-11,12074,Noe,Ramos,Cabrera
3700,Zitlala,NAHUM GARCIA CASTRO,2005-01-12,2008-12-31,12074,Nahum,Garcia,Castro
3701,Zitlala,MARCELO TECOLAPA TIXTECO,2009-01-01,2012-09-29,12074,Marcelo,Tecolapa,Tixteco
3702,Zitlala,FRANCISCO TECUCHILLO NERI,2012-09-30,2015-09-29,12074,Francisco,Tecuchillo,Neri
3703,Zitlala,ROBERTO ZAPOTECO CASTRO,2015-09-30,2018-09-30,12074,Roberto,Zapoteco,Castro
3704,Zitlala,ROGELIO RAMOS TECORRAL,2018-10-01,2024-08-31,12074,Rogelio,Ramos,Tecorral
3705,Zitlala,KHALIA ARELI RAMOS DECENA,2024-09-01,2027-08-31,12074,Khalia Areli,Ramos,Decena
3706,Eduardo Neri,BERTIN SANCHEZ REYNA,2002-01-12,2005-01-11,12075,Bertin,Sanchez,Reyna
3707,Eduardo Neri,MODESTO PEREZ LEYVA,2009-01-01,2012-09-29,12075,Modesto,Perez,Leyva
3708,Eduardo Neri,IGNACIO BASILIO GARCIA,2012-09-30,2015-09-29,12075,Ignacio,Basilio,Garcia
3709,Eduardo Neri,PABLO HIGUERA FUENTES,2015-09-30,2018-09-30,12075,Pablo,Higuera,Fuentes
3710,Eduardo Neri,NATIVIDAD LOPEZ GONZALEZ,2018-10-01,2021-09-29,12075,Natividad,Lopez,Gonzalez
3711,Eduardo Neri,SARA SALINAS BRAVO,2021-09-30,2027-08-31,12075,Sara,Salinas,Bravo
3712,Acatepec,RAYMUNDO GARCIA GUTIERREZ,2002-01-12,2005-01-11,12076,Raymundo,Garcia,Gutierrez
3713,Acatepec,EUDOXIO REMIGIO MORALES,2005-01-12,2008-12-31,12076,Eudoxio,Remigio,Morales
3714,Acatepec,FEDERICO CANTU GUZMAN,2009-01-01,2012-09-29,12076,Federico,Cantu,Guzman
3715,Acatepec,JUAN PAULINO NERI,2012-09-30,2015-09-29,12076,Juan,Paulino,Neri
3716,Acatepec,JERONIMO MORA SIXTO,2015-09-30,2018-09-30,12076,Jeronimo,Mora,Sixto
3717,Acatepec,RAMIRO SALVADOR HERNANDEZ,2018-10-01,2021-09-29,12076,Ramiro,Salvador,Hernandez
3718,Acatepec,ROMOALDO DIAZ ROSAS,2021-09-30,2024-08-31,12076,Romoaldo,Diaz,Rosas
3719,Acatepec,ANGEL AGUILAR ROMERO,2024-09-01,2027-08-31,12076,Angel,Aguilar,Romero
3720,Marquelia,RENE GONZALEZ JUSTO,2002-01-12,2005-01-11,12077,Rene,Gonzalez,Justo
3721,Marquelia,JAIME CARMONA HUERTA,2005-01-12,2008-12-31,12077,Jaime,Carmona,Huerta
3722,Marquelia,JESUS RICO SANTANA,2009-01-01,2012-09-29,12077,Jesus,Rico,Santana
3723,Marquelia,JAVIER ADAME MONTALVAN,2012-09-30,2015-09-29,12077,Javier,Adame,Montalvan
3724,Marquelia,ARTURO GONZALEZ GATICA,2015-09-30,2018-09-30,12077,Arturo,Gonzalez,Gatica
3725,Marquelia,JAVIER ADAME MONTALVAN,2018-10-01,2021-09-29,12077,Javier,Adame,Montalvan
3726,Marquelia,LINCER CASIANO CLEMENTE,2021-09-30,2024-08-31,12077,Lincer,Casiano,Clemente
3727,Marquelia,JAVIER TACUBA SALAS,2024-09-01,2027-08-31,12077,Javier,Tacuba,Salas
3728,Cochoapa el Grande,SANTIAGO RAFAEL BRAVO,2005-01-12,2008-12-31,12078,Santiago,Rafael,Bravo
3729,Cochoapa el Grande,DANIEL ESTEBAN GONZALEZ,2009-01-01,2012-09-29,12078,Daniel,Esteban,Gonzalez
3730,Cochoapa el Grande,LUCIANO MORENO LOPEZ,2012-09-30,2015-09-29,12078,Luciano,Moreno,Lopez
3731,Cochoapa el Grande,DANIEL ESTEBAN GONZALEZ,2018-10-01,2021-09-29,12078,Daniel,Esteban,Gonzalez
3732,Cochoapa el Grande,BERNARDO PONCE GARCIA,2021-09-30,2024-08-31,12078,Bernardo,Ponce,Garcia
3733,Cochoapa el Grande,JAVIER GALVEZ GARCIA,2024-09-01,2027-08-31,12078,Javier,Galvez,Garcia
3734,José Joaquín de Herrera,ALEJANDRO HERNANDEZ VILLARREAL,2005-01-12,2008-12-31,12079,Alejandro,Hernandez,Villarreal
3735,José Joaquín de Herrera,ANICETO MORALES BELLO,2009-01-01,2012-09-29,12079,Aniceto,Morales,Bello
3736,José Joaquín de Herrera,MAURINO SANTOS MERINO,2012-09-30,2015-09-29,12079,Maurino,Santos,Merino
3737,José Joaquín de Herrera,ANGELINA GARCIA MERINO,2015-09-30,2018-09-30,12079,Angelina,Garcia,Merino
3738,José Joaquín de Herrera,ORQUIDIA HERNANDEZ MENDOZA,2018-10-01,2024-08-31,12079,Orquidia,Hernandez,Mendoza
3739,José Joaquín de Herrera,MICAELA MANZANO MARTINEZ,2024-09-01,2027-08-31,12079,Micaela,Manzano,Martinez
3740,Juchitán,DEMETRIO GUZMAN AGUILAR,2005-01-12,2008-12-31,12080,Demetrio,Guzman,Aguilar
3741,Juchitán,JESUS MARCIAL LIBORIO,2009-01-01,2012-09-29,12080,Jesus,Marcial,Liborio
3742,Juchitán,DEMETRIO GUZMAN AGUILAR,2012-09-30,2015-09-29,12080,Demetrio,Guzman,Aguilar
3743,Juchitán,ALFONSO AQUILEO SORIANO ZAVALETA,2015-09-30,2018-09-30,12080,Alfonso Aquileo,Soriano,Zavaleta
3744,Juchitán,MIGUEL ANTONIO MOCTEZUMA FLORES,2018-10-01,2024-08-31,12080,Miguel Antonio,Moctezuma,Flores
3745,Juchitán,ANA LENIS RESENDIZ JAVIER,2024-09-01,2027-08-31,12080,Ana Lenis,Resendiz,Javier
3746,Iliatenco,ERASTO CANO OLIVERA,2005-01-12,2008-12-31,12081,Erasto,Cano,Olivera
3747,Iliatenco,ASUNCION BARRERA IGNACIO,2009-01-01,2012-09-29,12081,Asuncion,Barrera,Ignacio
3748,Iliatenco,ISRAEL ROMERO SIERRA,2012-09-30,2015-09-29,12081,Israel,Romero,Sierra
3749,Iliatenco,RUPERTA NICOLAS HILARIO,2015-09-30,2021-09-29,12081,Ruperta,Nicolas,Hilario
3750,Iliatenco,ERIC SANDRO LEAL CANTU,2021-09-30,2024-08-31,12081,Eric Sandro,Leal,Cantu
3751,Iliatenco,GERARDO OLIVERA RAYMUNDO,2024-09-01,2027-08-31,12081,Gerardo,Olivera,Raymundo
3752,Acatlán,ANDREA ERICA OLVERA,2000-01-16,2003-01-15,13001,Andrea,Erica,Olvera
3753,Acatlán,LUIS ORTIZ TRAPALA,2003-01-16,2006-01-15,13001,Luis,Ortiz,Trapala
3754,Acatlán,FERNANDO MORALES ZEFERINO,2006-01-16,2009-01-15,13001,Fernando,Morales,Zeferino
3755,Acatlán,ORLANDO RUBEN MUÑOZ MEDINA,2009-01-16,2012-01-15,13001,Orlando Ruben,Muñoz,Medina
3756,Acatlán,GENARO ANTONIO GONZALEZ GUARNEROS,2012-01-16,2016-09-04,13001,Genaro Antonio,Gonzalez,Guarneros
3757,Acatlán,BENITO OLVERA MUÑOZ,2016-09-05,2020-09-04,13001,Benito,Olvera,Muñoz
3758,Acatlán,- -- -- --,2020-09-05,2020-12-14,13001,- --,--,--
3759,Acatlán,ELIZABETH VARGAS RODRIGUEZ,2020-12-15,2024-09-04,13001,Elizabeth,Vargas,Rodriguez
3760,Acatlán,PASIANO FRANCISCO BARRANCO ISLAS,2024-09-05,2027-09-04,13001,Pasiano Francisco,Barranco,Islas
3761,Acaxochitlán,EDUARDO LICONA SUAREZ,2000-01-16,2003-01-15,13002,Eduardo,Licona,Suarez
3762,Acaxochitlán,MARCO ANTONIO ISLAS MANZANO,2003-01-16,2006-01-15,13002,Marco Antonio,Islas,Manzano
3763,Acaxochitlán,JULIAN PEREA CASTELAN,2009-01-16,2012-01-15,13002,Julian,Perea,Castelan
3764,Acaxochitlán,ERICK ARNULFO SOSA CAMPOS,2012-01-16,2016-09-04,13002,Erick Arnulfo,Sosa,Campos
3765,Acaxochitlán,ROCIO JAQUELINE SOSA JIMENEZ,2016-09-05,2020-09-04,13002,Rocio Jaqueline,Sosa,Jimenez
3766,Acaxochitlán,- -- -- --,2020-09-05,2020-12-14,13002,- --,--,--
3767,Acaxochitlán,ERICK CARBAJAL ROMO,2021-07-21,2024-09-04,13002,Erick,Carbajal,Romo
3768,Acaxochitlán,RICARDO PEREA GOMEZ,2024-09-05,2027-09-04,13002,Ricardo,Perea,Gomez
3769,Actopan,HEBER SANCHEZ SANTILLAN,2000-01-16,2003-01-15,13003,Heber,Sanchez,Santillan
3770,Actopan,TEODULO QUINTIN PEREZ PORTILLO,2003-01-16,2006-01-15,13003,Teodulo Quintin,Perez,Portillo
3771,Actopan,LEONARDO RAMIREZ ALVAREZ,2006-01-16,2009-01-15,13003,Leonardo,Ramirez,Alvarez
3772,Actopan,JAIME GALINDO UGALDE,2009-01-16,2012-01-15,13003,Jaime,Galindo,Ugalde
3773,Actopan,GREGORIO HERNANDEZ SERRANO,2012-01-16,2016-09-04,13003,Gregorio,Hernandez,Serrano
3774,Actopan,HECTOR CRUZ OLGUIN,2016-09-05,2020-09-04,13003,Hector,Cruz,Olguin
3775,Actopan,- -- -- --,2020-09-05,2020-12-14,13003,- --,--,--
3776,Actopan,IMELDA CUELLAR CANO,2024-09-05,2027-09-04,13003,Imelda,Cuellar,Cano
3777,Agua Blanca de Iturbide,IGNACIO TREJO RAMIREZ,2000-01-16,2003-01-15,13004,Ignacio,Trejo,Ramirez
3778,Agua Blanca de Iturbide,IGNACIO RAMIREZ JARILLO,2003-01-16,2006-01-15,13004,Ignacio,Ramirez,Jarillo
3779,Agua Blanca de Iturbide,PEDRO CALVA ROJAS,2006-01-16,2009-01-15,13004,Pedro,Calva,Rojas
3780,Agua Blanca de Iturbide,FRANCISCO MENDEZ GARCIA,2009-01-16,2012-01-15,13004,Francisco,Mendez,Garcia
3781,Agua Blanca de Iturbide,ADAN SOLIS MORENO,2012-01-16,2016-09-04,13004,Adan,Solis,Moreno
3782,Agua Blanca de Iturbide,FAUSTINO TREJO GUTIERREZ,2016-09-05,2020-09-04,13004,Faustino,Trejo,Gutierrez
3783,Agua Blanca de Iturbide,- -- -- --,2020-09-05,2020-12-14,13004,- --,--,--
3784,Agua Blanca de Iturbide,AGUSTIN RAMIREZ JARILLO,2020-12-15,2024-09-04,13004,Agustin,Ramirez,Jarillo
3785,Agua Blanca de Iturbide,HECTOR ALEJANDRO FLORES HERNANDEZ,2024-09-05,2027-09-04,13004,Hector Alejandro,Flores,Hernandez
3786,Ajacuba,FAUSTINO CERON ZARATE,2000-01-16,2003-01-15,13005,Faustino,Ceron,Zarate
3787,Ajacuba,MARCELA COPCA ROJAS,2003-01-16,2006-01-15,13005,Marcela,Copca,Rojas
3788,Ajacuba,ABEL GUERRERO GARCIA,2006-01-16,2009-01-15,13005,Abel,Guerrero,Garcia
3789,Ajacuba,DANIEL CERON ROMERO,2009-01-16,2012-01-15,13005,Daniel,Ceron,Romero
3790,Ajacuba,MARIO PACHECO CERON,2012-01-16,2016-09-04,13005,Mario,Pacheco,Ceron
3791,Ajacuba,SALVADOR PEREZ GOMEZ,2016-09-05,2020-09-04,13005,Salvador,Perez,Gomez
3792,Ajacuba,- -- -- --,2020-09-05,2020-12-14,13005,- --,--,--
3793,Ajacuba,FRANCISCO LEOPOLDO BASURTO ACOSTA,2020-12-15,2024-09-04,13005,Francisco Leopoldo,Basurto,Acosta
3794,Ajacuba,ZITLALY JAZMIN ZUÑIGA PEÑA,2024-09-05,2027-09-04,13005,Zitlaly Jazmin,Zuñiga,Peña
3795,Alfajayucan,FLORENTINO ESTRELLA BARRERA,2000-01-16,2003-01-15,13006,Florentino,Estrella,Barrera
3796,Alfajayucan,REGULO ROMULO RAMIREZ FUENTES,2003-01-16,2006-01-15,13006,Regulo Romulo,Ramirez,Fuentes
3797,Alfajayucan,CIRILO CANUTO CHAVEZ,2009-01-16,2012-01-15,13006,Cirilo,Canuto,Chavez
3798,Alfajayucan,OSCAR ANGELES GARCIA,2012-01-16,2016-09-04,13006,Oscar,Angeles,Garcia
3799,Alfajayucan,TORIBIO RAMIREZ MARTINEZ,2016-09-05,2020-09-04,13006,Toribio,Ramirez,Martinez
3800,Alfajayucan,- -- -- --,2020-09-05,2020-12-14,13006,- --,--,--
3801,Alfajayucan,ALFREDO FEREGRINO MARTINEZ,2020-12-15,2024-09-04,13006,Alfredo,Feregrino,Martinez
3802,Alfajayucan,JULIO AGUSTIN CRUZ TOVAR,2024-09-05,2027-09-04,13006,Julio Agustin,Cruz,Tovar
3803,Almoloya,HORACIO RAMIREZ CURIEL,2000-01-16,2003-01-15,13007,Horacio,Ramirez,Curiel
3804,Almoloya,JESUS FELIPE ALVARADO ALVAREZ,2003-01-16,2006-01-15,13007,Jesus Felipe,Alvarado,Alvarez
3805,Almoloya,GABRIEL HERNANDEZ FERNANDEZ,2006-01-16,2009-01-15,13007,Gabriel,Hernandez,Fernandez
3806,Almoloya,ADAN RAMIREZ CURIEL,2009-01-16,2012-01-15,13007,Adan,Ramirez,Curiel
3807,Almoloya,GERARDO LOPEZ RAMIREZ,2012-01-16,2016-09-04,13007,Gerardo,Lopez,Ramirez
3808,Almoloya,VICTOR MANUEL HERNANDEZ PAREDES,2016-09-05,2020-09-04,13007,Victor Manuel,Hernandez,Paredes
3809,Almoloya,- -- -- --,2020-09-05,2020-12-14,13007,- --,--,--
3810,Almoloya,BLANCA MARGARITA RAMIREZ BENITEZ,2020-12-15,2024-09-04,13007,Blanca Margarita,Ramirez,Benitez
3811,Almoloya,MARIA MARINA RAMIREZ SANCHEZ,2024-09-05,2027-09-04,13007,Maria Marina,Ramirez,Sanchez
3812,Apan,GUADALUPE MUÑOZ ROMERO,2000-01-16,2003-01-15,13008,Guadalupe,Muñoz,Romero
3813,Apan,ALONSO SOTO LLAGUNO,2003-01-16,2006-01-15,13008,Alonso,Soto,Llaguno
3814,Apan,RAFAEL GARNICA ALONSO,2006-01-16,2009-01-15,13008,Rafael,Garnica,Alonso
3815,Apan,JOSE JULIAN MADRID VIVEROS,2009-01-16,2012-01-15,13008,Jose Julian,Madrid,Viveros
3816,Apan,JOSE FERNANDO HERNANDEZ DURAN,2012-01-16,2016-09-04,13008,Jose Fernando,Hernandez,Duran
3817,Apan,- -- -- --,2020-09-05,2020-12-14,13008,- --,--,--
3818,Apan,MARIA GUADALUPE MUÑOZ ROMERO,2020-12-15,2024-09-04,13008,Maria Guadalupe,Muñoz,Romero
3819,Apan,MARIA ZORAYDA ROBLES BARRERA,2024-09-05,2027-09-04,13008,Maria Zorayda,Robles,Barrera
3820,El Arenal,ADELFA ZUÑIGA FUENTES,2000-01-16,2003-01-15,13009,Adelfa,Zuñiga,Fuentes
3821,El Arenal,ARTURO HERNANDEZ OROPEZA,2003-01-16,2006-01-15,13009,Arturo,Hernandez,Oropeza
3822,El Arenal,MOISES SERRANO PEREZ,2006-01-16,2009-01-15,13009,Moises,Serrano,Perez
3823,El Arenal,ADOLFO ZUÑIGA FUENTES,2009-01-16,2012-01-15,13009,Adolfo,Zuñiga,Fuentes
3824,El Arenal,ADELFA ZUÑIGA FUENTES,2012-01-16,2016-09-04,13009,Adelfa,Zuñiga,Fuentes
3825,El Arenal,MARIA BEATRIZ PEÑA RESENDIZ,2016-09-05,2020-09-04,13009,Maria Beatriz,Peña,Resendiz
3826,El Arenal,- -- -- --,2020-09-05,2020-12-14,13009,- --,--,--
3827,El Arenal,RANULFO SERRANO MOEDANO,2020-12-15,2024-09-04,13009,Ranulfo,Serrano,Moedano
3828,El Arenal,JENSEN BENONY OROPEZA PEREZ,2024-09-05,2027-09-04,13009,Jensen Benony,Oropeza,Perez
3829,Atitalaquia,LORENZO AGUSTIN HERNANDEZ OLGUIN,2000-01-16,2003-01-15,13010,Lorenzo Agustin,Hernandez,Olguin
3830,Atitalaquia,JULIAN FERNANDO VIVEROS MEDINA,2003-01-16,2006-01-15,13010,Julian Fernando,Viveros,Medina
3831,Atitalaquia,SEVERIANO CLAUDIO ESPINOSA CASTAÑEDA,2006-01-16,2009-01-15,13010,Severiano Claudio,Espinosa,Castañeda
3832,Atitalaquia,Z. LEONARDO OLGUIN PRADO,2009-01-16,2012-01-15,13010,Z. Leonardo,Olguin,Prado
3833,Atitalaquia,PAULINO JAIME REYES GALINDO,2012-01-16,2016-09-04,13010,Paulino Jaime,Reyes,Galindo
3834,Atitalaquia,MARIA ANTONIETA HERRERA JIMENEZ,2016-09-05,2020-09-04,13010,Maria Antonieta,Herrera,Jimenez
3835,Atitalaquia,- -- -- --,2020-09-05,2020-12-14,13010,- --,--,--
3836,Atitalaquia,LORENZO AGUSTIN HERNANDEZ OLGUIN,2020-12-15,2024-09-04,13010,Lorenzo Agustin,Hernandez,Olguin
3837,Atitalaquia,CLAUDIA ARISBEE SANDOVAL RAMIREZ,2024-09-05,2027-09-04,13010,Claudia Arisbee,Sandoval,Ramirez
3838,Atlapexco,PEDRO NARANJO IBARRA,2000-01-16,2003-01-15,13011,Pedro,Naranjo,Ibarra
3839,Atlapexco,ALVARO MEDECIGO SANCHEZ,2003-01-16,2006-01-15,13011,Alvaro,Medecigo,Sanchez
3840,Atlapexco,JOEL NOCHEBUENA HERNANDEZ,2006-01-16,2009-01-15,13011,Joel,Nochebuena,Hernandez
3841,Atlapexco,CLEMENTE SALAZAR OLIVARES,2009-01-16,2012-01-15,13011,Clemente,Salazar,Olivares
3842,Atlapexco,ANTERO NOCHEBUENA HERNANDEZ,2012-01-16,2016-09-04,13011,Antero,Nochebuena,Hernandez
